"sample","fusion genes","chrom1","base1","chrom2","base2","gap (kb)","spanning pairs","spanning reads","inframe","aligns","rearrangement","contig","contig break","classification","known"
"jaffa-direct","HIF1A:ICAM3","chr14",62162557,"chr19",10450355,Inf,31,13,NA,FALSE,TRUE,"C1DVPACXX130111:8:2207:14724:69367/2",51,"LowConfidence","-"
"jaffa-direct","TUBA1C:TUBA1B","chr12",49663710,"chr12",49523104,140.606,34,8,NA,FALSE,TRUE,"D1KVCACXX130129:8:1301:7088:6892/1",62,"LowConfidence","-"
"jaffa-direct","HIF1A:ICAM3","chr14",62162556,"chr19",10450356,Inf,23,11,NA,FALSE,TRUE,"C1EHHACXX130117:4:1204:9945:34428/2",50,"LowConfidence","-"
"jaffa-direct","MTRNR2L6:MT-RNR2","chr7",142374476,"chrM",2083,Inf,25,2,NA,FALSE,TRUE,"C1EHHACXX130117:1:2207:8070:18601/2",37,"LowConfidence","-"
"jaffa-direct","RP11-161H23.5:RP11-386G11.10","chr12",49666881,"chr12",49521894,144.987,24,2,NA,FALSE,TRUE,"C1EHHACXX130117:5:2308:4905:22347/2",32,"LowConfidence","-"
"jaffa-direct","LARP1B:MT-RNR2","chr4",129002913,"chrM",1997,Inf,24,2,NA,FALSE,TRUE,"C1FBVACXX130129:3:1108:17609:19643/1",33,"LowConfidence","-"
"jaffa-direct","MT-RNR2:MTRNR2L12","chrM",1978,"chr3",96336756,Inf,24,2,NA,FALSE,TRUE,"D1KNFACXX130129:2:2115:19732:71855/1",37,"LowConfidence","-"
"jaffa-direct","MT-RNR2:MTRNR2L2","chrM",2082,"chr5",79946490,Inf,22,2,NA,FALSE,TRUE,"D1KNFACXX130129:5:2110:2654:70147/2",49,"LowConfidence","-"
"jaffa-direct","HIF1A:ICAM3","chr14",62162556,"chr19",10450416,Inf,13,6,NA,FALSE,TRUE,"C1EHHACXX130117:1:1213:13021:37082/1",60,"LowConfidence","-"
"jaffa-direct","MT-RNR2:MTRNR2L12","chrM",2532,"chr3",96336238,Inf,14,4,NA,FALSE,TRUE,"D1KNFACXX130129:6:2102:4921:78342/1",46,"LowConfidence","-"
"jaffa-direct","MT-RNR2:MTRNR2L12","chrM",1919,"chr3",96336772,Inf,15,2,NA,FALSE,TRUE,"D1KNFACXX130129:4:2309:10269:16663/1",58,"LowConfidence","-"
"jaffa-direct","HIF1A:ICAM3","chr14",62162557,"chr19",10450415,Inf,11,5,NA,FALSE,TRUE,"C1EHHACXX130117:8:1211:8117:85619/2",40,"LowConfidence","-"
"jaffa-direct","TUBA1C:TUBA1B","chr12",49663679,"chr12",49523073,140.606,12,2,NA,FALSE,TRUE,"D1KYPACXX130129:6:2206:14045:90548/2",32,"LowConfidence","-"
"jaffa-direct","RP11-161H23.5:RP11-386G11.10","chr12",49666390,"chr12",49522390,144,8,4,NA,FALSE,TRUE,"C1EHHACXX130117:6:2311:4273:90404/2",53,"LowConfidence","-"
"jaffa-direct","HNRNPA1P48:ZNF833P","chr16",51680290,"chr19",11777300,Inf,9,3,NA,FALSE,TRUE,"C1FBVACXX130129:4:2211:7797:79068/1",41,"LowConfidence","-"
"jaffa-direct","RP11-161H23.5:RP11-386G11.10","chr12",49666361,"chr12",49522427,143.934,7,4,NA,FALSE,TRUE,"C1EHHACXX130117:6:1316:11064:95759/1",38,"LowConfidence","-"
"jaffa-direct","TUBA1A:RP11-161H23.5","chr12",49579227,"chr12",49666594,87.367,6,4,NA,FALSE,TRUE,"D1KVCACXX130129:2:1114:16893:64356/1",24,"LowConfidence","-"
"jaffa-direct","MT-RNR2:MTRNR2L12","chrM",2532,"chr3",96336239,Inf,7,3,NA,FALSE,TRUE,"C1EHHACXX130117:1:2315:16339:23900/1",35,"LowConfidence","-"
"jaffa-direct","MT-ND1:FUS","chrM",3517,"chr16",31200493,Inf,8,2,NA,FALSE,TRUE,"C1FBVACXX130129:4:1113:18104:5879/2",54,"LowConfidence","-"
"jaffa-direct","RP11-304L19.5:ABCA3","chr16",2204863,"chr16",2379852,174.989,7,2,NA,FALSE,TRUE,"C1EHHACXX130117:2:2103:4994:51301/1",49,"LowConfidence","-"
"jaffa-direct","TUBA1A:RP11-161H23.5","chr12",49579214,"chr12",49666581,87.367,4,4,NA,FALSE,TRUE,"C1EHHACXX130117:4:1307:5059:21613/2",41,"LowConfidence","-"
"jaffa-direct","TUBA1B:TUBA1C","chr12",49523135,"chr12",49663656,140.521,6,2,NA,FALSE,TRUE,"C1FBVACXX130129:2:2312:11682:37507/2",27,"LowConfidence","-"
"jaffa-direct","FAM126B:MAGI2","chr2",201928758,"chr7",78755243,Inf,6,2,NA,FALSE,TRUE,"C1EHHACXX130117:3:1312:15432:61253/2",69,"LowConfidence","-"
"jaffa-direct","SNX16:ZNF833P","chr8",82720574,"chr19",11777251,Inf,6,2,NA,FALSE,TRUE,"D1KT4ACXX130122:8:2305:18057:83743/2",25,"LowConfidence","-"
"jaffa-direct","PAX8:MT-ND4L","chr2",113975890,"chrM",10483,Inf,4,3,NA,FALSE,TRUE,"D1KNFACXX130129:3:2110:16043:97744/2",58,"LowConfidence","-"
"jaffa-direct","PPM1L:MT-RNR2","chr3",160665563,"chrM",2083,Inf,5,2,NA,FALSE,TRUE,"C1FBVACXX130129:3:2302:11091:93376/2",40,"LowConfidence","-"
"jaffa-direct","MTRNR2L2:MT-RNR2","chr5",79946687,"chrM",1795,Inf,5,2,NA,FALSE,TRUE,"C1FBVACXX130129:3:2306:6539:47793/2",42,"LowConfidence","-"
"jaffa-direct","MT-RNR2:MTRNR2L2","chrM",1890,"chr5",79946663,Inf,5,2,NA,FALSE,TRUE,"C1EHHACXX130117:7:1202:15101:8664/1",67,"LowConfidence","-"
"jaffa-direct","MT-RNR2:MTRNR2L2","chrM",1979,"chr5",79946619,Inf,5,2,NA,FALSE,TRUE,"C1EHHACXX130117:7:2316:6169:39146/1",54,"LowConfidence","-"
"jaffa-direct","MT-RNR2:MTRNR2L12","chrM",2432,"chr3",96336259,Inf,5,2,NA,FALSE,TRUE,"D1KNFACXX130129:2:1114:4507:84504/1",52,"LowConfidence","-"
"jaffa-direct","TUBA1A:RP11-386G11.10","chr12",49578901,"chr12",49521765,57.136,4,2,NA,FALSE,TRUE,"C1EHHACXX130117:7:2203:19041:8527/2",44,"LowConfidence","-"
"jaffa-direct","TUBA1A:RP11-161H23.5","chr12",49579375,"chr12",49666354,86.979,3,3,NA,FALSE,TRUE,"D1KT4ACXX130122:6:1204:7226:73651/2",53,"LowConfidence","-"
"jaffa-direct","TUBA1A:RP11-161H23.5","chr12",49579270,"chr12",49666552,87.282,4,2,NA,FALSE,TRUE,"C1EHHACXX130117:8:1204:11915:27075/1",27,"LowConfidence","-"
"jaffa-direct","RP11-161H23.5:TUBA1A","chr12",49666767,"chr12",49578994,87.773,4,2,NA,FALSE,TRUE,"D1KNFACXX130129:8:1209:14934:71383/1",39,"LowConfidence","-"
"jaffa-direct","MTRNR2L2:MT-RNR2","chr5",79946444,"chrM",2058,Inf,4,2,NA,FALSE,TRUE,"D1KVCACXX130129:4:2103:10195:3618/1",26,"LowConfidence","-"
"jaffa-direct","TUBA1A:RP11-161H23.5","chr12",49579259,"chr12",49666463,87.204,3,2,NA,FALSE,TRUE,"C1EHHACXX130117:5:1307:19686:7930/2",65,"LowConfidence","-"
"jaffa-direct","RP11-161H23.5:RP11-386G11.10","chr12",49666433,"chr12",49522402,144.031,3,2,NA,FALSE,TRUE,"D1KT4ACXX130122:8:2111:16387:75690/1",45,"LowConfidence","-"
"jaffa-direct","RP11-161H23.5:RP11-386G11.10","chr12",49666522,"chr12",49522272,144.25,3,2,NA,FALSE,TRUE,"D1KVCACXX130129:2:2106:9582:52916/2",31,"LowConfidence","-"
"jaffa-direct","SEC14L1:MT-ND4","chr17",75212232,"chrM",11048,Inf,3,2,NA,FALSE,TRUE,"C1EHHACXX130117:6:2210:17633:24027/2",50,"LowConfidence","-"
"jaffa-direct","DGKI:MT-CO2","chr7",137198808,"chrM",7821,Inf,3,2,NA,FALSE,TRUE,"C1EHHACXX130117:7:2108:7741:23065/1",45,"LowConfidence","-"
"jaffa-direct","ANP32B:MT-ATP8","chr9",100773588,"chrM",8436,Inf,3,2,NA,FALSE,TRUE,"C1EHHACXX130117:2:1215:19680:57574/2",54,"LowConfidence","-"
"jaffa-direct","TUBA1A:RP11-386G11.10","chr12",49578810,"chr12",49521734,57.076,2,2,NA,FALSE,TRUE,"D1KYPACXX130129:4:1309:3417:64279/1",44,"LowConfidence","-"
"jaffa-direct","TUBA1A:RP11-161H23.5","chr12",49579375,"chr12",49666353,86.978,2,2,NA,FALSE,TRUE,"D1KNFACXX130129:2:1214:7044:90093/2",50,"LowConfidence","-"
"jaffa-direct","TUBA1A:RP11-161H23.5","chr12",49579379,"chr12",49666406,87.027,2,2,NA,FALSE,TRUE,"D1KT4ACXX130122:8:1304:9615:69470/2",40,"LowConfidence","-"
"jaffa-direct","POTEJ:POTEI","chr2",131415397,"chr2",131220480,194.917,2,2,NA,FALSE,TRUE,"C1FBVACXX130129:4:2201:2812:99171/1",27,"LowConfidence","-"
"jaffa-direct","P4HB:MT-ND6","chr17",79801945,"chrM",14442,Inf,2,2,NA,FALSE,TRUE,"D1KYPACXX130129:5:1215:16440:10017/1",46,"LowConfidence","-"
"jaffa-direct","MT-ND6:FKBP9","chrM",14636,"chr7",33039785,Inf,2,2,NA,FALSE,TRUE,"C1DVPACXX130111:8:2207:3463:47475/2",44,"LowConfidence","-"
"jaffa-direct","CD99:FBXL5","chrX",2658131,"chr4",15682977,Inf,1,3,NA,FALSE,TRUE,"C1EHHACXX130117:2:1304:4408:19949/2",52,"LowConfidence","-"
"jaffa-direct","FBXL5:WNK3","chr4",15682978,"chrX",54339803,Inf,1,2,NA,FALSE,TRUE,"C1EHHACXX130117:2:2105:15822:21142/1",59,"LowConfidence","-"
"jaffa-direct","CCND3:MT-RNR2","chr6",41903601,"chrM",2276,Inf,1,2,NA,FALSE,TRUE,"D1KNFACXX130129:8:2310:17778:42182/1",27,"LowConfidence","-"
"jaffa-direct","MT-ATP6:RP11-1035H13.3","chrM",8631,"chr16",18812820,Inf,1,2,NA,FALSE,TRUE,"D1KNFACXX130129:5:2105:17875:11136/1",26,"LowConfidence","-"
